Record_ID,Base_Ingredient_Name,Dish_Variant_Name,Category,Cooking_Method,Fat_Medium_Used,Moisture_g,Energy_kcal,Protein_g,Total_Fat_g,Carbohydrate_g,Dietary_Fiber_g,Sugars_g,Calcium_mg,Iron_mg,Zinc_mg,Potassium_mg,Sodium_mg,Vitamin_C_mg,Thiamin_B1_mg,Folate_mcg,Glycemic_Index_Est,NOVA_Group
IND-017275,Okra (Bhindi),Okra (Bhindi) (Griddled (Tava) in Mustard Oil) [Low-Oil (Light)],Vegetables - Other,Griddled (Tava),Mustard Oil,75.9,102.9,4.35,2.94,14.77,7.42,3.48,186.95,1.36,1.36,662.66,78.68,34.658,0.13,97.4,28,3
IND-017276,Okra (Bhindi),Okra (Bhindi) (Griddled (Tava) in Mustard Oil) [Rich/Festive],Vegetables - Other,Griddled (Tava),Mustard Oil,74.4,144.3,4.62,7.02,15.67,7.87,3.69,198.42,1.45,1.45,703.34,178.79,36.786,0.138,103.3,26,3
IND-017277,Okra (Bhindi),Okra (Bhindi) (Griddled (Tava) in Mustard Oil) [Restaurant-Style],Vegetables - Other,Griddled (Tava),Mustard Oil,80.1,117.2,3.59,6.01,12.19,6.13,2.87,154.38,1.13,1.13,547.23,152.51,28.621,0.107,80.4,29,3
IND-017278,Okra (Bhindi),Okra (Bhindi) (Griddled (Tava)) [Home-Style],Vegetables - Other,Griddled (Tava),No Added Fat,83.6,54.8,2.96,0.31,10.03,5.04,2.36,127.01,0.93,0.93,450.2,122.35,23.546,0.088,66.1,32,3
IND-017279,Okra (Bhindi),Okra (Bhindi) (Griddled (Tava)) [Low-Oil (Light)],Vegetables - Other,Griddled (Tava),No Added Fat,79.2,69.6,3.76,0.4,12.75,6.41,3.0,161.44,1.18,1.18,572.24,76.2,29.929,0.112,84.1,30,3
IND-017280,Okra (Bhindi),Okra (Bhindi) (Griddled (Tava)) [Rich/Festive],Vegetables - Other,Griddled (Tava),No Added Fat,84.2,52.7,2.85,0.3,9.66,4.85,2.27,122.28,0.89,0.89,433.44,171.39,22.669,0.085,63.7,32,3
IND-017281,Okra (Bhindi),Okra (Bhindi) (Griddled (Tava)) [Restaurant-Style],Vegetables - Other,Griddled (Tava),No Added Fat,79.4,68.9,3.72,0.4,12.62,6.34,2.97,159.73,1.16,1.16,566.19,153.03,29.612,0.111,83.2,30,3
IND-017282,Okra (Bhindi),Okra (Bhindi) (Griddled (Tava) in Refined Oil) [Home-Style],Vegetables - Other,Griddled (Tava),Refined Oil,74.4,126.1,4.62,4.99,15.67,7.87,3.69,198.34,1.45,1.45,703.07,129.28,36.771,0.138,103.3,27,3
IND-017283,Okra (Bhindi),Okra (Bhindi) (Griddled (Tava) in Refined Oil) [Low-Oil (Light)],Vegetables - Other,Griddled (Tava),Refined Oil,83.8,76.6,2.93,2.79,9.95,5.0,2.34,125.92,0.92,0.92,446.36,72.74,23.345,0.087,65.6,31,3
IND-017284,Okra (Bhindi),Okra (Bhindi) (Griddled (Tava) in Refined Oil) [Rich/Festive],Vegetables - Other,Griddled (Tava),Refined Oil,77.7,133.4,4.03,6.95,13.68,6.87,3.22,173.14,1.26,1.26,613.74,176.33,32.099,0.12,90.2,28,3
IND-017285,Okra (Bhindi),Okra (Bhindi) (Griddled (Tava) in Refined Oil) [Restaurant-Style],Vegetables - Other,Griddled (Tava),Refined Oil,84.5,102.6,2.8,5.92,9.52,4.78,2.24,120.49,0.88,0.88,427.12,149.21,22.339,0.084,62.8,30,3
IND-017286,Okra (Bhindi),Okra (Bhindi) (Griddled (Tava) in Sunflower Oil) [Home-Style],Vegetables - Other,Griddled (Tava),Sunflower Oil,76.2,119.9,4.29,4.96,14.55,7.31,3.43,184.15,1.34,1.34,652.77,127.9,34.141,0.128,95.9,28,3
IND-017287,Okra (Bhindi),Okra (Bhindi) (Griddled (Tava) in Sunflower Oil) [Low-Oil (Light)],Vegetables - Other,Griddled (Tava),Sunflower Oil,82.7,80.1,3.12,2.81,10.6,5.32,2.5,134.14,0.98,0.98,475.49,73.54,24.869,0.093,69.9,31,3
IND-017288,Okra (Bhindi),Okra (Bhindi) (Griddled (Tava) in Sunflower Oil) [Rich/Festive],Vegetables - Other,Griddled (Tava),Sunflower Oil,84.6,110.4,2.79,6.82,9.46,4.75,2.23,119.8,0.87,0.87,424.64,171.15,22.209,0.083,62.4,30,3
IND-017289,Okra (Bhindi),Okra (Bhindi) (Griddled (Tava) in Sunflower Oil) [Restaurant-Style],Vegetables - Other,Griddled (Tava),Sunflower Oil,75.4,132.7,4.43,6.1,15.04,7.55,3.54,190.36,1.39,1.39,674.76,156.01,35.291,0.132,99.1,27,3
IND-017290,Okra (Bhindi),Okra (Bhindi) (Pressure-Cooked with Ghee) [Home-Style],Vegetables - Other,Pressure-Cooked,Ghee,91.5,50.6,1.5,2.66,5.16,2.61,1.22,61.72,0.47,0.47,217.24,61.2,10.89,0.041,30.4,37,3
IND-017291,Okra (Bhindi),Okra (Bhindi) (Pressure-Cooked with Ghee) [Low-Oil (Light)],Vegetables - Other,Pressure-Cooked,Ghee,91.3,41.1,1.54,1.54,5.28,2.67,1.25,63.1,0.48,0.48,222.1,36.59,11.134,0.042,31.0,37,3
IND-017292,Okra (Bhindi),Okra (Bhindi) (Pressure-Cooked with Ghee) [Rich/Festive],Vegetables - Other,Pressure-Cooked,Ghee,89.6,67.0,1.84,3.82,6.3,3.19,1.49,75.31,0.57,0.57,265.09,87.32,13.289,0.05,37.1,36,3
IND-017293,Okra (Bhindi),Okra (Bhindi) (Pressure-Cooked with Ghee) [Restaurant-Style],Vegetables - Other,Pressure-Cooked,Ghee,93.3,50.3,1.19,3.25,4.07,2.06,0.96,48.63,0.37,0.37,171.18,73.64,8.581,0.032,23.9,38,3
IND-017294,Okra (Bhindi),Okra (Bhindi) (Pressure-Cooked with Mustard Oil) [Home-Style],Vegetables - Other,Pressure-Cooked,Mustard Oil,92.0,49.0,1.42,2.65,4.86,2.46,1.15,58.08,0.44,0.44,204.44,60.84,10.249,0.039,28.6,37,3
IND-017295,Okra (Bhindi),Okra (Bhindi) (Pressure-Cooked with Mustard Oil) [Low-Oil (Light)],Vegetables - Other,Pressure-Cooked,Mustard Oil,90.4,44.2,1.7,1.56,5.83,2.95,1.38,69.71,0.53,0.53,245.38,37.26,12.301,0.046,34.3,37,3
IND-017296,Okra (Bhindi),Okra (Bhindi) (Pressure-Cooked with Mustard Oil) [Rich/Festive],Vegetables - Other,Pressure-Cooked,Mustard Oil,93.3,54.9,1.19,3.75,4.09,2.07,0.97,48.85,0.37,0.37,171.95,84.66,8.62,0.033,24.0,37,3
IND-017297,Okra (Bhindi),Okra (Bhindi) (Pressure-Cooked with Mustard Oil) [Restaurant-Style],Vegetables - Other,Pressure-Cooked,Mustard Oil,93.3,50.5,1.19,3.25,4.1,2.07,0.97,48.99,0.37,0.37,172.46,73.68,8.645,0.033,24.1,38,3
IND-017298,Okra (Bhindi),Okra (Bhindi) (Pressure-Cooked) [Home-Style],Vegetables - Other,Pressure-Cooked,No Added Fat,91.3,28.9,1.55,0.17,5.31,2.69,1.26,63.46,0.48,0.48,223.38,61.38,11.198,0.042,31.2,38,1
IND-017299,Okra (Bhindi),Okra (Bhindi) (Pressure-Cooked) [Low-Oil (Light)],Vegetables - Other,Pressure-Cooked,No Added Fat,92.4,25.2,1.35,0.15,4.61,2.34,1.09,55.17,0.42,0.42,194.21,35.8,9.736,0.037,27.1,38,1
IND-017300,Okra (Bhindi),Okra (Bhindi) (Pressure-Cooked) [Rich/Festive],Vegetables - Other,Pressure-Cooked,No Added Fat,92.6,24.4,1.31,0.14,4.48,2.27,1.06,53.57,0.4,0.4,188.58,85.14,9.453,0.036,26.4,38,1
IND-017301,Okra (Bhindi),Okra (Bhindi) (Pressure-Cooked) [Restaurant-Style],Vegetables - Other,Pressure-Cooked,No Added Fat,92.7,24.1,1.29,0.14,4.43,2.24,1.05,52.92,0.4,0.4,186.28,74.07,9.338,0.035,26.0,38,1
IND-017302,Okra (Bhindi),Okra (Bhindi) (Pressure-Cooked with Refined Oil) [Home-Style],Vegetables - Other,Pressure-Cooked,Refined Oil,93.6,43.8,1.14,2.62,3.92,1.98,0.93,46.81,0.35,0.35,164.78,59.71,8.261,0.031,23.0,38,3
IND-017303,Okra (Bhindi),Okra (Bhindi) (Pressure-Cooked with Refined Oil) [Low-Oil (Light)],Vegetables - Other,Pressure-Cooked,Refined Oil,93.1,35.2,1.22,1.51,4.2,2.12,1.0,50.16,0.38,0.38,176.55,35.29,8.851,0.033,24.7,38,3
IND-017304,Okra (Bhindi),Okra (Bhindi) (Pressure-Cooked with Refined Oil) [Rich/Festive],Vegetables - Other,Pressure-Cooked,Refined Oil,93.6,53.9,1.14,3.75,3.9,1.97,0.92,46.6,0.35,0.35,164.02,84.43,8.222,0.031,22.9,38,3
IND-017305,Okra (Bhindi),Okra (Bhindi) (Pressure-Cooked with Refined Oil) [Restaurant-Style],Vegetables - Other,Pressure-Cooked,Refined Oil,90.6,59.3,1.67,3.31,5.73,2.9,1.36,68.48,0.52,0.52,241.03,75.63,12.083,0.046,33.7,37,3
IND-017306,Okra (Bhindi),Okra (Bhindi) (Raw),Vegetables - Other,Raw,No Added Fat,89.6,35.0,1.9,0.2,6.4,3.2,1.5,84.0,0.6,0.6,299.0,8.0,23.0,0.07,60.0,31,1
IND-017307,Okra (Bhindi),Okra (Bhindi) (Roasted with Ghee) [Home-Style],Vegetables - Other,Roasted,Ghee,77.8,87.8,4.02,1.93,13.6,6.82,3.2,173.77,1.26,1.26,616.63,26.81,33.355,0.122,92.1,26,3
IND-017308,Okra (Bhindi),Okra (Bhindi) (Roasted with Ghee) [Low-Oil (Light)],Vegetables - Other,Roasted,Ghee,78.5,79.3,3.89,1.24,13.16,6.61,3.1,168.21,1.22,1.22,596.89,21.77,32.288,0.118,89.2,27,3
IND-017309,Okra (Bhindi),Okra (Bhindi) (Roasted with Ghee) [Rich/Festive],Vegetables - Other,Roasted,Ghee,81.1,83.0,3.43,2.54,11.61,5.83,2.73,148.39,1.08,1.08,526.56,28.85,28.483,0.105,78.7,27,3
IND-017310,Okra (Bhindi),Okra (Bhindi) (Roasted with Ghee) [Restaurant-Style],Vegetables - Other,Roasted,Ghee,76.1,97.0,4.33,2.34,14.67,7.36,3.45,187.48,1.36,1.36,665.28,30.63,35.987,0.132,99.4,25,3
IND-017311,Okra (Bhindi),Okra (Bhindi) (Roasted) [Home-Style],Vegetables - Other,Roasted,No Added Fat,75.4,82.3,4.45,0.47,15.06,7.56,3.54,192.42,1.4,1.4,682.8,28.61,36.934,0.136,102.0,26,3
IND-017312,Okra (Bhindi),Okra (Bhindi) (Roasted) [Low-Oil (Light)],Vegetables - Other,Roasted,No Added Fat,77.1,76.6,4.14,0.44,14.02,7.03,3.3,179.1,1.3,1.3,635.54,22.82,34.378,0.126,95.0,26,3
IND-017313,Okra (Bhindi),Okra (Bhindi) (Roasted) [Rich/Festive],Vegetables - Other,Roasted,No Added Fat,82.4,58.8,3.18,0.34,10.76,5.4,2.53,137.5,1.0,1.0,487.91,27.8,26.392,0.097,72.9,28,3
IND-017314,Okra (Bhindi),Okra (Bhindi) (Roasted) [Restaurant-Style],Vegetables - Other,Roasted,No Added Fat,75.4,82.4,4.46,0.47,15.09,7.57,3.55,192.81,1.4,1.4,684.19,31.15,37.01,0.136,102.2,26,3
IND-017315,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Coconut Oil) [Home-Style],Vegetables - Other,Shallow-Fried (Tadka),Coconut Oil,77.6,137.8,4.03,7.43,13.7,6.89,3.23,171.8,1.26,1.26,608.31,206.79,29.71,0.115,85.3,28,3
IND-017316,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Coconut Oil) [Low-Oil (Light)],Vegetables - Other,Shallow-Fried (Tadka),Coconut Oil,78.4,106.8,3.89,4.27,13.22,6.65,3.12,165.82,1.22,1.22,587.12,120.71,28.675,0.111,82.3,29,3
IND-017317,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Coconut Oil) [Rich/Festive],Vegetables - Other,Shallow-Fried (Tadka),Coconut Oil,76.7,169.3,4.2,10.6,14.28,7.18,3.37,179.09,1.31,1.31,634.12,293.0,30.97,0.119,88.9,26,3
IND-017318,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Coconut Oil) [Restaurant-Style],Vegetables - Other,Shallow-Fried (Tadka),Coconut Oil,69.0,182.4,5.59,9.35,18.99,9.55,4.48,238.25,1.75,1.75,843.59,260.79,41.201,0.159,118.2,24,3
IND-017319,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Ghee) [Home-Style],Vegetables - Other,Shallow-Fried (Tadka),Ghee,76.6,141.0,4.2,7.45,14.28,7.18,3.37,179.17,1.31,1.31,634.39,207.51,30.984,0.119,88.9,27,3
IND-017320,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Ghee) [Low-Oil (Light)],Vegetables - Other,Shallow-Fried (Tadka),Ghee,74.2,120.7,4.64,4.35,15.76,7.93,3.72,197.66,1.45,1.45,699.87,123.82,34.182,0.132,98.1,27,3
IND-017321,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Ghee) [Rich/Festive],Vegetables - Other,Shallow-Fried (Tadka),Ghee,78.2,164.2,3.92,10.57,13.34,6.71,3.15,167.35,1.23,1.23,592.55,291.86,28.94,0.112,83.0,27,3
IND-017322,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Ghee) [Restaurant-Style],Vegetables - Other,Shallow-Fried (Tadka),Ghee,71.8,172.8,5.07,9.29,17.23,8.66,4.06,216.07,1.58,1.58,765.07,258.62,37.366,0.144,107.2,25,3
IND-017323,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Groundnut Oil) [Home-Style],Vegetables - Other,Shallow-Fried (Tadka),Groundnut Oil,68.4,168.5,5.68,7.61,19.32,9.72,4.55,242.32,1.78,1.78,857.99,213.68,41.904,0.162,120.2,24,3
IND-017324,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Groundnut Oil) [Low-Oil (Light)],Vegetables - Other,Shallow-Fried (Tadka),Groundnut Oil,72.4,126.9,4.97,4.38,16.89,8.5,3.98,211.93,1.55,1.55,750.4,125.22,36.65,0.141,105.2,26,3
IND-017325,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Groundnut Oil) [Rich/Festive],Vegetables - Other,Shallow-Fried (Tadka),Groundnut Oil,74.9,175.3,4.52,10.63,15.38,7.74,3.63,192.9,1.41,1.41,683.02,294.36,33.359,0.129,95.7,26,3
IND-017326,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Groundnut Oil) [Restaurant-Style],Vegetables - Other,Shallow-Fried (Tadka),Groundnut Oil,78.8,149.7,3.82,9.16,13.0,6.54,3.06,163.05,1.2,1.2,577.34,253.44,28.197,0.109,80.9,27,3
IND-017327,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Mustard Oil) [Home-Style],Vegetables - Other,Shallow-Fried (Tadka),Mustard Oil,76.8,140.4,4.17,7.45,14.17,7.13,3.34,177.79,1.3,1.3,629.5,207.38,30.745,0.119,88.2,27,3
IND-017328,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Mustard Oil) [Low-Oil (Light)],Vegetables - Other,Shallow-Fried (Tadka),Mustard Oil,77.8,108.9,4.0,4.28,13.6,6.84,3.21,170.57,1.25,1.25,603.96,121.17,29.497,0.114,84.6,29,3
IND-017329,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Mustard Oil) [Rich/Festive],Vegetables - Other,Shallow-Fried (Tadka),Mustard Oil,76.4,170.3,4.25,10.6,14.46,7.27,3.41,181.39,1.33,1.33,642.27,293.23,31.368,0.121,90.0,26,3
IND-017330,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Mustard Oil) [Restaurant-Style],Vegetables - Other,Shallow-Fried (Tadka),Mustard Oil,69.3,181.3,5.52,9.34,18.78,9.45,4.43,235.56,1.73,1.73,834.08,260.52,40.737,0.157,116.9,24,3
IND-017331,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Refined Oil) [Home-Style],Vegetables - Other,Shallow-Fried (Tadka),Refined Oil,67.3,172.1,5.88,7.63,19.99,10.06,4.71,250.76,1.84,1.84,887.87,214.51,43.364,0.167,124.4,24,3
IND-017332,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Refined Oil) [Low-Oil (Light)],Vegetables - Other,Shallow-Fried (Tadka),Refined Oil,72.4,126.9,4.97,4.38,16.9,8.5,3.99,212.01,1.55,1.55,750.67,125.22,36.663,0.141,105.2,26,3
IND-017333,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Refined Oil) [Rich/Festive],Vegetables - Other,Shallow-Fried (Tadka),Refined Oil,71.0,188.2,5.22,10.71,17.73,8.92,4.18,222.44,1.63,1.63,787.62,297.24,38.467,0.148,110.4,24,3
IND-017334,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Refined Oil) [Restaurant-Style],Vegetables - Other,Shallow-Fried (Tadka),Refined Oil,77.1,155.2,4.12,9.19,14.01,7.05,3.3,175.71,1.29,1.29,622.16,254.68,30.387,0.117,87.2,27,3
IND-017335,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Sunflower Oil) [Home-Style],Vegetables - Other,Shallow-Fried (Tadka),Sunflower Oil,66.4,174.1,5.99,7.64,20.36,10.24,4.8,255.36,1.87,1.87,904.18,214.96,44.16,0.17,126.7,23,3
IND-017336,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Sunflower Oil) [Low-Oil (Light)],Vegetables - Other,Shallow-Fried (Tadka),Sunflower Oil,65.2,145.8,5.99,4.49,20.36,10.24,4.8,255.36,1.87,1.87,904.18,129.46,44.16,0.17,126.7,24,3
IND-017337,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Sunflower Oil) [Rich/Festive],Vegetables - Other,Shallow-Fried (Tadka),Sunflower Oil,74.5,176.6,4.59,10.64,15.62,7.86,3.68,195.89,1.44,1.44,693.62,294.65,33.876,0.131,97.2,25,3
IND-017338,Okra (Bhindi),Okra (Bhindi) (Shallow-Fried (Tadka) in Sunflower Oil) [Restaurant-Style],Vegetables - Other,Shallow-Fried (Tadka),Sunflower Oil,76.4,157.4,4.24,9.2,14.41,7.25,3.4,180.78,1.33,1.33,640.1,255.17,31.262,0.121,89.7,27,3
IND-017339,Onion,Onion (Boiled),Vegetables - Other,Boiled,No Added Fat,88.6,35.5,0.89,0.09,7.81,1.47,3.62,15.47,0.15,0.15,95.41,3.07,3.19,0.034,9.8,39,1
IND-017340,Onion,Onion (Deep-Fried in Coconut Oil) [Home-Style],Vegetables - Other,Deep-Fried,Coconut Oil,44.0,260.9,3.46,14.32,29.55,5.44,13.44,69.18,0.62,0.62,436.36,152.42,11.366,0.109,33.4,27,3
IND-017341,Onion,Onion (Deep-Fried in Coconut Oil) [Low-Oil (Light)],Vegetables - Other,Deep-Fried,Coconut Oil,39.1,204.2,3.46,8.02,29.55,5.44,13.44,69.18,0.62,0.62,436.36,89.42,11.366,0.109,33.4,29,3
IND-017342,Onion,Onion (Deep-Fried in Coconut Oil) [Rich/Festive],Vegetables - Other,Deep-Fried,Coconut Oil,44.6,317.6,3.46,20.62,29.55,5.44,13.44,69.18,0.62,0.62,436.36,215.42,11.366,0.109,33.4,25,3
IND-017343,Onion,Onion (Deep-Fried in Coconut Oil) [Restaurant-Style],Vegetables - Other,Deep-Fried,Coconut Oil,48.2,292.4,3.46,17.82,29.55,5.44,13.44,69.18,0.62,0.62,436.36,187.42,11.366,0.109,33.4,26,3
IND-017344,Onion,Onion (Deep-Fried in Ghee) [Home-Style],Vegetables - Other,Deep-Fried,Ghee,46.4,260.9,3.46,14.32,29.55,5.44,13.44,69.18,0.62,0.62,436.36,152.42,11.366,0.109,33.4,27,3
IND-017345,Onion,Onion (Deep-Fried in Ghee) [Low-Oil (Light)],Vegetables - Other,Deep-Fried,Ghee,50.0,204.2,3.46,8.02,29.55,5.44,13.44,69.18,0.62,0.62,436.36,89.42,11.366,0.109,33.4,29,3
IND-017346,Onion,Onion (Deep-Fried in Ghee) [Rich/Festive],Vegetables - Other,Deep-Fried,Ghee,42.8,317.6,3.46,20.62,29.55,5.44,13.44,69.18,0.62,0.62,436.36,215.42,11.366,0.109,33.4,25,3
IND-017347,Onion,Onion (Deep-Fried in Ghee) [Restaurant-Style],Vegetables - Other,Deep-Fried,Ghee,53.4,292.4,3.46,17.82,29.55,5.44,13.44,69.18,0.62,0.62,436.36,187.42,11.366,0.109,33.4,26,3
IND-017348,Onion,Onion (Deep-Fried in Groundnut Oil) [Home-Style],Vegetables - Other,Deep-Fried,Groundnut Oil,37.7,260.9,3.46,14.32,29.55,5.44,13.44,69.18,0.62,0.62,436.36,152.42,11.366,0.109,33.4,27,3
IND-017349,Onion,Onion (Deep-Fried in Groundnut Oil) [Low-Oil (Light)],Vegetables - Other,Deep-Fried,Groundnut Oil,37.2,204.2,3.46,8.02,29.55,5.44,13.44,69.18,0.62,0.62,436.36,89.42,11.366,0.109,33.4,29,3
IND-017350,Onion,Onion (Deep-Fried in Groundnut Oil) [Rich/Festive],Vegetables - Other,Deep-Fried,Groundnut Oil,40.2,317.6,3.46,20.62,29.55,5.44,13.44,69.18,0.62,0.62,436.36,215.42,11.366,0.109,33.4,25,3
IND-017351,Onion,Onion (Deep-Fried in Groundnut Oil) [Restaurant-Style],Vegetables - Other,Deep-Fried,Groundnut Oil,53.3,292.4,3.46,17.82,29.55,5.44,13.44,69.18,0.62,0.62,436.36,187.42,11.366,0.109,33.4,26,3
IND-017352,Onion,Onion (Deep-Fried in Mustard Oil) [Home-Style],Vegetables - Other,Deep-Fried,Mustard Oil,45.6,260.9,3.46,14.32,29.55,5.44,13.44,69.18,0.62,0.62,436.36,152.42,11.366,0.109,33.4,27,3
IND-017353,Onion,Onion (Deep-Fried in Mustard Oil) [Low-Oil (Light)],Vegetables - Other,Deep-Fried,Mustard Oil,43.6,204.2,3.46,8.02,29.55,5.44,13.44,69.18,0.62,0.62,436.36,89.42,11.366,0.109,33.4,29,3
IND-017354,Onion,Onion (Deep-Fried in Mustard Oil) [Rich/Festive],Vegetables - Other,Deep-Fried,Mustard Oil,41.1,317.6,3.46,20.62,29.55,5.44,13.44,69.18,0.62,0.62,436.36,215.42,11.366,0.109,33.4,25,3
IND-017355,Onion,Onion (Deep-Fried in Mustard Oil) [Restaurant-Style],Vegetables - Other,Deep-Fried,Mustard Oil,53.8,292.4,3.46,17.82,29.55,5.44,13.44,69.18,0.62,0.62,436.36,187.42,11.366,0.109,33.4,26,3
IND-017356,Onion,Onion (Deep-Fried in Refined Oil) [Home-Style],Vegetables - Other,Deep-Fried,Refined Oil,53.3,260.9,3.46,14.32,29.55,5.44,13.44,69.18,0.62,0.62,436.36,152.42,11.366,0.109,33.4,27,3
IND-017357,Onion,Onion (Deep-Fried in Refined Oil) [Low-Oil (Light)],Vegetables - Other,Deep-Fried,Refined Oil,38.9,204.2,3.46,8.02,29.55,5.44,13.44,69.18,0.62,0.62,436.36,89.42,11.366,0.109,33.4,29,3
IND-017358,Onion,Onion (Deep-Fried in Refined Oil) [Rich/Festive],Vegetables - Other,Deep-Fried,Refined Oil,38.2,317.6,3.46,20.62,29.55,5.44,13.44,69.18,0.62,0.62,436.36,215.42,11.366,0.109,33.4,25,3
IND-017359,Onion,Onion (Deep-Fried in Refined Oil) [Restaurant-Style],Vegetables - Other,Deep-Fried,Refined Oil,38.4,292.4,3.46,17.82,29.55,5.44,13.44,69.18,0.62,0.62,436.36,187.42,11.366,0.109,33.4,26,3
IND-017360,Onion,Onion (Deep-Fried in Sunflower Oil) [Home-Style],Vegetables - Other,Deep-Fried,Sunflower Oil,53.5,260.9,3.46,14.32,29.55,5.44,13.44,69.18,0.62,0.62,436.36,152.42,11.366,0.109,33.4,27,3
IND-017361,Onion,Onion (Deep-Fried in Sunflower Oil) [Low-Oil (Light)],Vegetables - Other,Deep-Fried,Sunflower Oil,47.8,204.2,3.46,8.02,29.55,5.44,13.44,69.18,0.62,0.62,436.36,89.42,11.366,0.109,33.4,29,3
IND-017362,Onion,Onion (Deep-Fried in Sunflower Oil) [Rich/Festive],Vegetables - Other,Deep-Fried,Sunflower Oil,51.7,317.6,3.46,20.62,29.55,5.44,13.44,69.18,0.62,0.62,436.36,215.42,11.366,0.109,33.4,25,3
IND-017363,Onion,Onion (Deep-Fried in Sunflower Oil) [Restaurant-Style],Vegetables - Other,Deep-Fried,Sunflower Oil,40.2,292.4,3.46,17.82,29.55,5.44,13.44,69.18,0.62,0.62,436.36,187.42,11.366,0.109,33.4,26,3
IND-017364,Onion,"Onion (Gravy-Stewed in Coconut Oil, Punjabi Style) [Home-Style]",Vegetables - Other,Gravy-Stewed,Coconut Oil,92.6,146.1,0.6,12.56,7.67,0.95,2.36,11.88,0.11,0.11,74.75,322.16,1.745,0.018,5.5,36,3
IND-017365,Onion,"Onion (Gravy-Stewed in Coconut Oil, Punjabi Style) [Low-Oil (Light)]",Vegetables - Other,Gravy-Stewed,Coconut Oil,91.5,98.9,0.69,6.94,8.42,1.09,2.7,13.61,0.12,0.12,85.64,205.47,1.999,0.021,6.4,38,3
IND-017366,Onion,"Onion (Gravy-Stewed in Coconut Oil, Punjabi Style) [Rich/Festive]",Vegetables - Other,Gravy-Stewed,Coconut Oil,89.5,206.5,0.85,18.2,9.82,1.35,3.34,16.82,0.15,0.15,105.82,440.05,2.47,0.026,7.9,34,3
IND-017367,Onion,"Onion (Gravy-Stewed in Coconut Oil, Punjabi Style) [Restaurant-Style]",Vegetables - Other,Gravy-Stewed,Coconut Oil,94.4,168.4,0.45,15.67,6.4,0.72,1.78,8.96,0.08,0.08,56.39,386.63,1.316,0.014,4.2,35,3
IND-017368,Onion,"Onion (Gravy-Stewed in Coconut Oil, South Indian Style) [Home-Style]",Vegetables - Other,Gravy-Stewed,Coconut Oil,95.2,115.8,0.39,10.54,4.84,0.62,1.52,7.68,0.07,0.07,48.32,281.39,1.128,0.012,3.6,37,3
IND-017369,Onion,"Onion (Gravy-Stewed in Coconut Oil, South Indian Style) [Low-Oil (Light)]",Vegetables - Other,Gravy-Stewed,Coconut Oil,94.1,76.8,0.48,5.82,5.62,0.76,1.88,9.46,0.09,0.09,59.51,164.72,1.389,0.015,4.4,38,3
IND-017370,Onion,"Onion (Gravy-Stewed in Coconut Oil, South Indian Style) [Rich/Festive]",Vegetables - Other,Gravy-Stewed,Coconut Oil,94.6,160.3,0.44,15.27,5.3,0.7,1.73,8.72,0.08,0.08,54.87,398.58,1.281,0.013,4.1,36,3
IND-017371,Onion,"Onion (Gravy-Stewed in Coconut Oil, South Indian Style) [Restaurant-Style]",Vegetables - Other,Gravy-Stewed,Coconut Oil,90.3,155.0,0.79,13.2,8.25,1.25,3.08,15.52,0.14,0.14,97.64,347.82,2.279,0.024,7.2,36,3
IND-017372,Onion,"Onion (Gravy-Stewed in Coconut Oil, Bengali Style) [Home-Style]",Vegetables - Other,Gravy-Stewed,Coconut Oil,90.6,140.8,0.76,11.07,9.52,1.2,2.97,14.99,0.14,0.14,94.32,302.72,2.201,0.023,7.0,36,3
